min,stool,vagina,vagina_stool
1e-6,37.15148712886962,65.38855277689987,1.7600520956289751
1e-5,15.742691385304038,27.521183598934527,1.7481879638843605
1e-4,6.824082474726887,11.899618557463844,1.743768279696838
0.001,3.09413544467813,5.370424485197388,1.7356785380660835
